"county","state","mean_household_income","pctile","race","deaths","population","crude_rate"
"Morris","NJ",138890,100,"White",263,82627,318.297892940564
"Morris","TX",53307,26,"Black or African American",10,783,1277.13920817369
"Morris","TX",53307,26,"White",17,2204,771.324863883848
"Morrison","MN",64142,63,"White",43,7222,595.402935474938
"Morrow","OH",63992,62,"White",44,7581,580.398364331882
"Morrow","OR",61375,53,"White",16,2936,544.959128065395
"Morton","ND",82059,92,"White",45,5679,792.393026941363
"Moultrie","IL",63161,59,"White",21,3317,633.102200783841
"Mower","MN",67934,72,"White",42,8536,492.03373945642
"Muhlenberg","KY",50828,19,"White",53,6231,850.585780773552
"Multnomah","OR",79856,90,"Black or African American",147,16639,883.466554480438
"Multnomah","OR",79856,90,"White",671,133381,503.07015242051
"Murray","GA",47674,11,"White",47,9677,485.687713134236
"Murray","OK",60463,50,"White",17,2302,738.488271068636
"Muscatine","IA",69344,76,"White",24,9940,241.448692152917
"Muscogee","GA",60761,51,"Black or African American",516,27512,1875.54521663274
"Muscogee","GA",60761,51,"White",199,23814,835.642899134963
"Muskegon","MI",55894,34,"White",211,30540,690.897184020956
"Muskegon","MI",55894,34,"Black or African American",119,8970,1326.64437012263
"Muskingum","OH",53831,28,"White",128,17430,734.366035570855
"Muskingum","OH",53831,28,"Black or African American",17,1544,1101.03626943005
"Muskogee","OK",54353,30,"White",74,9186,805.573699107337
"Muskogee","OK",54353,30,"Black or African American",22,2712,811.209439528024
"Nacogdoches","TX",56497,36,"Black or African American",22,3540,621.468926553672
"Nacogdoches","TX",56497,36,"White",76,11604,654.946570148225
"Nantucket","MA",119527,100,"White",11,2161,509.0236001851
"Napa","CA",104226,98,"White",105,25088,418.526785714286
"Nash","NC",60231,50,"White",63,11620,542.168674698795
"Nash","NC",60231,50,"Black or African American",136,8590,1583.23632130384
"Nassau","FL",79482,90,"Black or African American",15,1015,1477.83251231527
"Nassau","FL",79482,90,"White",72,12470,577.38572574178
"Nassau","NY",133541,100,"White",744,204986,362.951616207936
"Nassau","NY",133541,100,"Black or African American",386,35150,1098.15078236131
"Natrona","WY",74738,84,"White",105,17258,608.413489396222
"Navajo","AZ",49084,14,"White",62,11587,535.082419953396
"Navarro","TX",58274,43,"Black or African American",17,1980,858.585858585859
"Navarro","TX",58274,43,"White",71,10164,698.543880362062
"Nelson","KY",67805,72,"White",41,9450,433.862433862434
"Nelson","VA",68000,73,"White",18,2147,838.379133674895
"Nemaha","KS",64097,63,"White",19,2434,780.608052588332
"Neosho","KS",55847,34,"White",31,3638,852.116547553601
"Neshoba","MS",50820,19,"Black or African American",24,1882,1275.23910733262
"Neshoba","MS",50820,19,"White",24,3865,620.957309184994
"Nevada","AR",42090,3,"White",11,1436,766.016713091922
"Nevada","CA",78404,89,"White",62,14064,440.841865756541
"Newaygo","MI",56172,35,"White",67,10321,649.161902916384
"Newberry","SC",54560,30,"Black or African American",31,3450,898.550724637681
"Newberry","SC",54560,30,"White",31,4948,626.515763945028
"Newport","RI",96017,97,"White",47,12573,373.81690924998
"Newport","RI",96017,97,"Black or African American",12,1400,857.142857142857
"Newton","GA",63643,61,"White",74,14557,508.346499965652
"Newton","GA",63643,61,"Black or African American",84,8794,955.1967250398
"Newton","IN",60028,49,"White",13,2887,450.294423276758
"Newton","MO",61546,54,"White",88,12145,724.578015644298
"Newton","MS",54493,30,"Black or African American",32,1812,1766.00441501104
"Newton","MS",54493,30,"White",17,2916,582.990397805213
"Newton","TX",49889,16,"White",15,2136,702.247191011236
"Niagara","NY",64691,65,"White",167,34437,484.943520051108
"Niagara","NY",64691,65,"Black or African American",89,5351,1663.24051579144
"Nicholas","WV",59106,46,"White",46,5214,882.240122746452
"Nicollet","MN",72155,81,"White",33,6372,517.89077212806
"Noble","IN",61575,54,"White",84,11658,720.535254760679
"Noble","OK",66872,70,"White",19,2146,885.368126747437
"Nobles","MN",65196,66,"White",27,5138,525.49630206306
"Nodaway","MO",50853,19,"White",21,3904,537.909836065574
"Nolan","TX",55938,35,"White",34,3456,983.796296296296
"Norfolk","MA",123543,100,"Black or African American",76,10336,735.294117647059
"Norfolk","MA",123543,100,"White",370,108804,340.061027168119
"Northampton","NC",43843,5,"Black or African American",46,2723,1689.31325743665
"Northampton","PA",80685,91,"Black or African American",48,5281,908.918765385344
"Northampton","PA",80685,91,"White",253,45483,556.251786381725
"Northampton","VA",53886,28,"Black or African American",16,1176,1360.54421768707
"Northampton","VA",53886,28,"White",16,1404,1139.60113960114
"Northumberland","PA",55980,35,"White",99,17037,581.088219757
"Nottoway","VA",49789,16,"Black or African American",26,1271,2045.6333595594
"Noxubee","MS",43059,4,"Black or African American",50,2395,2087.68267223382
"Nueces","TX",69373,76,"White",485,80861,599.794709439656
"Nueces","TX",69373,76,"Black or African American",46,4796,959.132610508757
"Nye","NV",53619,28,"White",42,6356,660.79295154185
"O'Brien","IA",70726,79,"White",16,2919,548.132922233642
"Oakland","MI",95532,96,"Black or African American",563,37065,1518.95319034129
"Oakland","MI",95532,96,"White",961,197041,487.715754589146
"Obion","TN",51921,22,"Black or African American",14,955,1465.96858638743
"Obion","TN",51921,22,"White",53,5435,975.160993560258
"Ocean","NJ",82350,92,"Black or African American",52,5369,968.523002421308
"Ocean","NJ",82350,92,"White",430,130080,330.565805658057
"Oceana","MI",53291,26,"White",47,6114,768.727510631338
"Ochiltree","TX",71152,80,"White",11,3028,363.27608982827
"Oconee","GA",102537,98,"White",30,5435,551.977920883165
"Oconee","SC",61702,54,"White",72,12791,562.895786099601
"Oconee","SC",61702,54,"Black or African American",12,1606,747.19800747198
"Oconto","WI",66234,69,"White",29,6893,420.716669084579
"Ogemaw","MI",48282,12,"White",17,3579,474.993014808606
"Ogle","IL",69478,76,"White",62,10153,610.656948685118
"Oglethorpe","GA",52309,23,"White",12,2424,495.049504950495
"Ohio","KY",51856,22,"White",34,5454,623.395672900623
"Ohio","WV",63890,62,"White",63,7617,827.097282394643
"Okaloosa","FL",73353,83,"Black or African American",89,6451,1379.63106495117
"Okaloosa","FL",73353,83,"White",214,36648,583.933638943462
"Okanogan","WA",54047,29,"White",34,7079,480.293826811697
"Okeechobee","FL",48448,12,"Black or African American",14,753,1859.22974767596
"Okeechobee","FL",48448,12,"White",43,8579,501.223918871663
"Okfuskee","OK",49210,14,"White",12,1563,767.754318618042
"Oklahoma","OK",70549,78,"White",1070,144654,739.696102423714
"Oklahoma","OK",70549,78,"Black or African American",596,41582,1433.31249098167
"Okmulgee","OK",51573,21,"White",56,5559,1007.37542723511
"Okmulgee","OK",51573,21,"Black or African American",17,1207,1408.45070422535
"Oktibbeha","MS",54035,29,"White",22,4681,469.985045930357
"Oktibbeha","MS",54035,29,"Black or African American",71,4537,1564.91073396518
"Oldham","KY",109214,99,"White",44,9163,480.192076830732
"Olmsted","MN",91080,95,"White",156,30316,514.579759862779
"Olmsted","MN",91080,95,"Black or African American",25,3764,664.187035069075
"Oneida","NY",65444,67,"Black or African American",81,5494,1474.33563887878
"Oneida","NY",65444,67,"White",246,38987,630.979557288327
"Oneida","WI",63513,61,"White",26,5535,469.73803071364
"Onondaga","NY",73878,83,"White",453,73096,619.732953923607
"Onondaga","NY",73878,83,"Black or African American",271,20510,1321.30667966845
"Onslow","NC",58280,43,"White",333,52386,635.6660176383
"Onslow","NC",58280,43,"Black or African American",162,11726,1381.54528398431
"Ontario","NY",76648,87,"White",98,18248,537.045155633494
"Orange","CA",106952,99,"Black or African American",116,17004,682.192425311691
"Orange","CA",106952,99,"White",2629,586174,448.501639444943
"Orange","FL",70160,78,"Black or African American",1005,80624,1246.52708870808
"Orange","FL",70160,78,"White",1019,169607,600.800674500463
"Orange","IN",52774,25,"White",26,4130,629.53995157385
"Orange","NC",98055,97,"White",97,17278,561.407570320639
"Orange","NC",98055,97,"Black or African American",47,3701,1269.92704674412
"Orange","NY",90449,95,"Black or African American",116,10486,1106.23688727828
"Orange","NY",90449,95,"White",385,77285,498.156175195704
"Orange","TX",67548,71,"White",130,17479,743.749642428057
"Orange","TX",67548,71,"Black or African American",25,2174,1149.95400183993
"Orange","VA",76219,86,"White",31,5375,576.744186046512
"Orange","VT",67388,71,"White",29,4888,593.28968903437
"Orangeburg","SC",46080,8,"White",50,6627,754.489210804286
"Orangeburg","SC",46080,8,"Black or African American",222,14893,1490.63318337474
"Oregon","MO",43109,4,"White",18,2132,844.277673545966
"Orleans","NY",59724,48,"White",41,7911,518.265705979017
"Orleans","VT",56883,38,"White",19,4821,394.109105994607
"Osage","KS",62859,58,"White",19,3327,571.085061617072
"Osage","MO",61894,55,"White",26,2836,916.784203102962
"Osage","OK",59509,47,"White",43,5846,735.545672254533
"Osceola","FL",58038,42,"Black or African American",91,9592,948.707256046706
"Osceola","FL",58038,42,"White",298,48071,619.91637369724
"Osceola","MI",49450,15,"White",32,4933,648.692479221569
"Oscoda","MI",44549,6,"White",10,1657,603.500301750151
"Oswego","NY",62285,56,"White",147,24358,603.497824123491
"Otero","CO",47791,11,"White",36,4062,886.262924667651
"Otero","NM",53054,26,"White",66,13343,494.641384995878
"Otero","NM",53054,26,"Black or African American",12,1189,1009.25147182506
"Otoe","NE",65451,67,"White",23,3392,678.066037735849
"Otsego","MI",62181,56,"White",30,4663,643.362642075917
"Otsego","NY",62880,58,"White",48,9240,519.480519480519
"Ottawa","MI",77109,87,"White",343,58184,589.509143407122
"Ottawa","MI",77109,87,"Black or African American",13,1766,736.126840317101
"Ottawa","OH",70873,79,"White",33,6804,485.008818342152
"Ottawa","OK",47640,11,"White",42,5183,810.341501061161
"Ouachita","AR",45567,7,"White",26,3169,820.448090880404
"Ouachita","AR",45567,7,"Black or African American",28,2800,1000
"Outagamie","WI",74367,84,"Black or African American",12,1173,1023.0179028133
"Outagamie","WI",74367,84,"White",180,35903,501.350862044955
"Overton","TN",48590,13,"White",28,4166,672.107537205953
"Owen","IN",55692,34,"White",31,4435,698.985343855693
"Owen","KY",57691,41,"White",13,2226,584.007187780773
"Owyhee","ID",49068,14,"White",25,2791,895.736295234683
"Oxford","ME",53500,27,"White",51,9861,517.188926072407
"Ozark","MO",38326,1,"White",12,1747,686.89181453921
"Ozaukee","WI",110700,99,"White",52,14246,365.014740979924
"Pacific","WA",49749,16,"White",29,3112,931.876606683805
"Page","IA",60131,49,"White",20,3016,663.129973474801
"Page","VA",55783,34,"White",30,4382,684.618895481515
"Pamlico","NC",57845,41,"White",10,1549,645.577792123951
"Panola","MS",53314,26,"Black or African American",78,5550,1405.40540540541
"Panola","MS",53314,26,"White",16,3873,413.116447198554
"Panola","TX",64520,64,"White",34,4118,825.643516270034
"Panola","TX",64520,64,"Black or African American",26,1049,2478.55100095329
"Park","CO",75115,85,"White",14,2551,548.804390435124
"Park","MT",60284,50,"White",21,2837,740.21854071202
"Park","WY",72810,82,"White",23,5117,449.482118428767
"Parke","IN",59636,47,"White",32,3594,890.372843628269
"Parker","TX",89095,94,"White",143,22384,638.849177984274
"Parmer","TX",62974,59,"White",27,2754,980.392156862745
"Pasco","FL",61812,55,"White",462,72933,633.458105384394
"Pasco","FL",61812,55,"Black or African American",42,5998,700.233411137046
"Pasquotank","NC",58474,43,"Black or African American",51,3706,1376.14678899083
"Pasquotank","NC",58474,43,"White",23,5074,453.291288923926
"Passaic","NJ",84069,93,"White",456,94674,481.652829710375
"Passaic","NJ",84069,93,"Black or African American",190,27039,702.688708901956
"Patrick","VA",46324,8,"White",22,2910,756.013745704467
"Paulding","GA",73785,83,"Black or African American",45,5077,886.350206815048
"Paulding","GA",73785,83,"White",125,28022,446.078081507387
"Paulding","OH",60185,49,"White",26,4293,605.637083624505
"Pawnee","KS",60999,52,"White",10,1156,865.051903114187
"Pawnee","OK",58079,42,"White",16,2783,574.919151994251
"Payette","ID",58541,44,"White",48,5587,859.137282978343
"Payne","OK",57473,40,"White",78,12851,606.956657069489
"Peach","GA",54541,30,"White",23,3352,686.157517899761
"Peach","GA",54541,30,"Black or African American",44,2536,1735.01577287066
"Pecos","TX",62131,56,"White",28,3845,728.218465539662
"Pemiscot","MO",43809,5,"Black or African American",40,2342,1707.94192997438
"Pemiscot","MO",43809,5,"White",33,3021,1092.35352532274
"Pender","NC",62253,56,"Black or African American",31,1992,1556.22489959839
"Pender","NC",62253,56,"White",44,8138,540.673384123863
"Pendleton","KY",61386,53,"White",32,3218,994.406463642014
"Pennington","MN",63141,59,"White",21,3080,681.818181818182
"Pennington","SD",68337,73,"White",132,18686,706.411216953869
"Penobscot","ME",59656,48,"White",179,25967,689.336465513922
"Peoria","IL",70034,77,"White",179,30130,594.092266843677
"Peoria","IL",70034,77,"Black or African American",225,14378,1564.89080539713
"Pepin","WI",64095,63,"White",12,1512,793.650793650794
"Perquimans","NC",59992,49,"Black or African American",13,633,2053.71248025276
"Perquimans","NC",59992,49,"White",14,1626,861.008610086101
"Perry","AL",37608,1,"Black or African American",29,2143,1353.24311712552
"Perry","AR",58297,43,"White",18,1980,909.090909090909
"Perry","IL",58225,42,"White",19,3828,496.342737722048
"Perry","IN",56617,37,"White",26,3845,676.202860858258
"Perry","KY",47790,11,"White",49,6543,748.891945590708
"Perry","MO",61910,55,"White",19,4092,464.320625610948
"Perry","MS",47661,11,"White",10,2177,459.347726228755
"Perry","MS",47661,11,"Black or African American",14,658,2127.65957446808
"Perry","OH",54211,29,"White",50,8197,609.979260705136
"Perry","PA",69362,76,"White",58,9662,600.289795073484
"Person","NC",53595,27,"White",23,5587,411.669948093789
"Person","NC",53595,27,"Black or African American",46,2522,1823.94924662966
"Pettis","MO",52549,24,"White",59,9676,609.756097560976
"Phelps","MO",57097,38,"White",67,8699,770.20347166341
"Phelps","NE",66130,68,"White",11,2075,530.120481927711
"Philadelphia","PA",58372,43,"Black or African American",2917,210725,1384.26859651204
"Philadelphia","PA",58372,43,"White",1177,143766,818.691484773869
"Phillips","AR",42212,3,"Black or African American",53,4882,1085.62064727571
"Phillips","AR",42212,3,"White",12,1669,718.993409227082
"Phillips","CO",63875,62,"White",11,981,1121.30479102956
"Piatt","IL",81423,91,"White",22,3065,717.781402936379
"Pickaway","OH",70332,78,"White",75,10469,716.400802368899
"Pickens","AL",46057,8,"Black or African American",39,2205,1768.7074829932
"Pickens","AL",46057,8,"White",19,2397,792.657488527326
"Pickens","GA",74559,84,"White",47,5772,814.275814275814
"Pickens","SC",56985,38,"Black or African American",18,1892,951.374207188161
"Pickens","SC",56985,38,"White",122,20273,601.785626202338
"Pierce","GA",61926,55,"White",17,3663,464.100464100464
"Pierce","WA",77460,88,"White",792,146409,540.950351412823
"Pierce","WA",77460,88,"Black or African American",236,25281,933.507377081603
"Pierce","WI",79462,90,"White",32,7200,444.444444444444
"Pike","AL",49796,16,"Black or African American",43,3009,1429.04619474909
"Pike","AL",49796,16,"White",28,3807,735.487260309955
"Pike","AR",48380,12,"White",23,2085,1103.1175059952
"Pike","GA",67562,71,"White",20,2821,708.968450903935
"Pike","IN",60344,50,"White",25,2753,908.100254268071
"Pike","KY",47913,11,"White",117,13454,869.629849858778
"Pike","MO",54495,30,"White",24,3707,647.423792824386
"Pike","MS",44507,5,"Black or African American",91,6604,1377.95275590551
"Pike","MS",44507,5,"White",28,4061,689.485348436346
"Pike","OH",55189,32,"White",61,6509,937.163926870487
"Pike","PA",76402,87,"White",29,7699,376.67229510326
"Pima","AZ",64779,65,"White",1174,182583,642.99524052075
"Pima","AZ",64779,65,"Black or African American",134,14483,925.222674860181
"Pinal","AZ",62662,58,"White",347,60111,577.265392357472
"Pinal","AZ",62662,58,"Black or African American",40,4242,942.951438000943
"Pine","MN",56540,37,"White",37,5263,703.021090632719
"Pinellas","FL",68094,73,"White",702,119397,587.95447121787
